order_id,order_date,customer_id,category,sales_amount,quantity,profit
1069.0,2023-05-01,4,Electronics,474.91,8,140.9161187652379
1070.0,2023-04-09,7,Electronics,334.92,9,81.40605453320913
1071.0,2024-02-22,12,Electronics,411.22,10,40.989965640120595
1072.0,2023-04-27,84,Electronics,130.5,8,6.705159071157529
1073.0,2024-06-19,63,Fashion,315.69,1,80.14275458722665
1074.0,2023-05-28,10,Beauty,387.44,6,87.83820232508019
1075.0,2024-09-01,50,Home & Kitchen,230.65,5,53.56887582716343
1076.0,2024-05-09,88,Fashion,110.47,3,26.824058799599108
1077.0,2024-05-28,146,Sports,111.9,7,7.666399132261178
1078.0,2023-08-19,81,Beauty,58.3,6,8.139637993532775
1079.0,2023-06-03,187,Home & Kitchen,429.01,3,33.877746306718976
1080.0,2024-08-15,111,Sports,352.71,10,93.74180233514515
1081.0,2023-07-26,17,Beauty,285.62,7,58.78760274612177
1082.0,2024-10-04,151,Beauty,71.3,5,9.46325729299847
1083.0,2023-12-10,12,Home & Kitchen,385.91,6,25.42745073971985
1084.0,2023-06-21,123,Sports,152.38,2,19.465871545758148
1085.0,2024-02-17,47,Beauty,32.79,1,4.305190282314259
1086.0,2024-04-02,55,Electronics,185.59,5,43.131402659440326
1087.0,2024-11-21,109,Electronics,34.79,6,7.284656107111966
1088.0,2024-05-02,198,Electronics,162.74,8,44.23325043171785
1089.0,2023-07-13,184,Beauty,231.36,6,38.880911271367154
1090.0,2023-08-02,194,Home & Kitchen,133.99,1,10.705608253318262
1091.0,2023-09-03,125,Home & Kitchen,193.19,10,44.1074401109026
1092.0,2024-09-26,146,,82.77,2,19.881044618505147
1093.0,2023-09-05,31,Electronics,433.3,7,82.46535242671568
1094.0,2023-07-02,193,Beauty,339.57,5,82.42783132429257
1095.0,2023-06-30,138,,314.79,9,54.599978944886644
1096.0,2023-06-26,70,,456.06,9,82.40238354198806
1097.0,2024-06-30,43,Electronics,405.11,2,63.55578548680802
1098.0,2024-03-28,42,Sports,255.46,8,14.39639252951164
1099.0,2023-02-18,28,Sports,359.9,6,27.702531143722567
1100.0,2024-11-26,163,Sports,448.22,3,25.932797402127008
1101.0,2023-06-11,34,Home & Kitchen,73.53,3,15.375314385056445
1102.0,2023-06-26,2,,324.24,9,41.69369582604705
1103.0,2023-01-24,42,Electronics,140.84,7,24.948774035909185
1104.0,2024-12-12,114,,393.41,7,108.93193162681608
1105.0,2024-09-29,126,Electronics,113.33,5,12.7295720823605
1106.0,2023-12-18,183,Fashion,316.97,6,48.36826877865089
1107.0,2024-12-24,149,Electronics,97.76,9,23.35366982599211
1108.0,2024-09-05,128,Fashion,276.78,4,29.670689061192814
1109.0,2024-03-05,88,Beauty,451.62,7,31.272416719219873
1110.0,2024-03-15,30,,17.07,2,2.090014325309505
1111.0,2024-09-21,168,Beauty,160.75,7,14.516580481520304
1112.0,2024-04-06,155,Electronics,179.37,8,50.658466975171834
1113.0,2024-11-26,90,Sports,145.83,1,36.75354873796973
1114.0,2024-01-12,48,Fashion,222.87,10,46.43517380336952
1115.0,2023-07-26,16,Fashion,302.76,9,81.09885207130834
1116.0,2024-01-16,120,,27.0,1,6.774786519069023
1117.0,2023-01-04,173,,158.31,10,15.299476505562085
1118.0,2023-08-21,190,Home & Kitchen,331.1,8,90.43657110000791
1119.0,2023-09-11,31,Electronics,241.95,9,44.720963857872924
1120.0,2024-01-04,180,Home & Kitchen,113.42,7,28.565965599676996
1121.0,2024-11-04,87,Home & Kitchen,44.29,1,12.13647091840288
1122.0,2023-05-12,109,,206.14,8,26.695309082675
1123.0,2023-03-09,56,Electronics,290.08,2,22.484965566747118
1124.0,2024-04-19,195,Fashion,239.53,3,25.625827370917822
1125.0,2023-08-31,156,,145.73,1,22.847104509126083
1126.0,2023-08-15,132,Beauty,220.84,9,56.20459522658085
1127.0,2024-12-15,107,Home & Kitchen,233.91,1,62.02887268237282
1128.0,2023-01-04,121,,498.06,6,25.768644533091212
1129.0,2024-10-10,129,,411.94,4,73.19631095595061
1130.0,2023-10-11,200,Electronics,134.9,6,20.82218608119257
1131.0,2023-05-05,88,,356.92,9,37.664679928303265
1132.0,2023-08-05,36,Fashion,251.36,9,20.10033968324863
1133.0,2024-06-23,152,Sports,473.56,8,63.64826014247551
1134.0,2024-07-31,45,Sports,13.92,5,3.9773257696155664
1135.0,2024-04-14,11,Sports,304.59,4,39.84059526605045
1136.0,2023-03-24,149,Electronics,123.23,7,22.144142079358755
1137.0,2023-07-04,179,Beauty,364.53,6,82.29437527151478
1138.0,2024-04-24,86,Beauty,296.68,7,41.80440760847223
1139.0,2024-06-29,139,Sports,379.56,8,111.19040182939196
1140.0,2023-07-26,109,Electronics,331.32,7,96.28550944005507
1141.0,2023-01-10,115,Fashion,415.21,1,46.89613176241236
1142.0,2024-02-26,50,Fashion,381.96,2,66.58025982766388
1143.0,2023-09-02,2,Fashion,484.48,3,60.66638088500715
1144.0,2023-10-27,68,Sports,295.15,5,35.77516797887739
1145.0,2024-04-29,92,Beauty,285.66,1,16.91728134532396
1146.0,2024-01-15,101,Electronics,453.33,2,91.74994988077665
1147.0,2023-09-30,7,Beauty,37.36,8,6.563022076957567
1148.0,2024-07-27,168,Sports,321.96,10,20.241524688111642
1149.0,2024-11-27,182,Sports,107.06,8,12.810972615292906
1150.0,2023-03-28,68,Fashion,78.75,1,21.818984629968494
1151.0,2024-12-01,103,Sports,17.29,3,1.9000062724079883
1152.0,2024-04-04,168,Sports,402.97,4,34.745571651650046
1153.0,2024-12-07,59,Beauty,143.71,1,24.770314044872148
1154.0,2023-02-08,54,,290.4,1,86.07822296842961
1155.0,2024-12-13,168,Beauty,271.22,9,29.97355768483729
1156.0,2023-12-16,134,Fashion,12.74,4,2.777751718487723
1157.0,2024-12-14,122,Beauty,326.62,8,78.52104968966643
1158.0,2024-04-18,112,Sports,380.55,5,41.63574184157692
1159.0,2024-06-24,21,Electronics,368.99,5,85.62563761857251
1160.0,2024-12-02,58,Home & Kitchen,200.91,10,28.518327298656295
1161.0,2024-11-06,103,Home & Kitchen,489.74,2,101.90336436872491
1162.0,2023-11-03,100,Electronics,351.51,3,73.24850715739053
1163.0,2024-02-11,147,,399.8,9,73.54067967327212
1164.0,2024-01-18,159,Sports,365.54,9,26.528130636422105
1165.0,2024-12-16,79,Home & Kitchen,51.09,3,13.223401124913543
1166.0,2023-02-22,143,,207.72,1,27.044108773982238
1167.0,2024-06-10,187,Fashion,195.06,6,18.84857515964889
1168.0,2024-10-12,9,Fashion,317.51,7,19.112128798763273
1169.0,2024-07-25,152,Fashion,272.48,2,53.87562728998304
1170.0,2023-01-31,113,,483.76,5,106.13263392120562
1171.0,2024-01-22,177,Fashion,157.32,9,8.518399311732583
1172.0,2024-02-27,132,Electronics,40.61,6,7.22952477438345
1173.0,2024-01-21,72,Electronics,206.26,8,21.99225464808167
1174.0,2023-03-08,108,Beauty,175.0,5,36.976309580413435
1175.0,2023-11-09,125,Sports,392.64,2,36.74780867112996
1176.0,2024-05-22,132,Home & Kitchen,84.06,2,18.72305656622332
1177.0,2023-09-20,35,Home & Kitchen,333.69,3,48.946929426756576
1178.0,2023-11-19,41,Electronics,253.77,6,72.11699231043029
1179.0,2024-11-03,113,,471.94,3,39.82240859506501
,2023-12-27,125,Sports,144.12,7,19.49462062834081
1181.0,2024-11-03,15,Fashion,265.2,10,20.783294458251056
1182.0,2024-09-11,136,,450.74,1,126.73610037571984
1183.0,2023-03-13,94,Home & Kitchen,76.07,7,20.488301152922805
1184.0,2024-06-15,122,Home & Kitchen,383.19,2,43.86966308104262
1185.0,2023-05-03,53,Fashion,302.2,9,64.97179467788222
1186.0,2023-12-06,57,Fashion,432.78,5,110.05835595077055
1187.0,2024-05-22,62,Beauty,285.71,7,53.94210597052059
1188.0,2024-11-21,184,Home & Kitchen,436.53,10,79.62859174243688
1189.0,2023-10-19,96,Electronics,406.99,8,44.95736596839371
1190.0,2023-10-29,77,Electronics,81.68,8,5.985158518596463
1191.0,2024-08-02,184,Home & Kitchen,218.2,8,59.85311959635398
1192.0,2024-03-12,198,Electronics,163.27,4,44.91631404826424
1193.0,2024-04-23,200,Sports,461.6,2,96.13990816933513
1194.0,2023-08-21,38,Electronics,297.81,2,40.13211551805339
1195.0,2023-05-16,173,Beauty,162.37,6,22.293789657464437
1196.0,2023-11-19,100,Fashion,50000.0,4,17.609362122914778
1197.0,2024-06-27,200,Electronics,363.22,8,99.62309715499377
1198.0,2024-08-29,115,,72.19,7,19.619192241924704
1199.0,2023-04-20,155,Beauty,425.44,5,104.21956305741686
1200.0,2023-03-23,86,,462.67,1,97.39569543155109
1201.0,2023-09-02,57,Electronics,12.66,5,0.8993029892093296
1202.0,2024-07-29,36,Electronics,498.32,4,45.051705201906984
1203.0,2024-06-25,12,Home & Kitchen,309.1,3,84.89077491843005
1204.0,2023-12-06,184,,249.38,1,50.276819724477136
1205.0,2023-09-14,158,,66.98,7,3.503004629320464
1206.0,2023-06-30,46,Electronics,32.48,5,2.4479489280721807
1207.0,2024-12-25,47,Home & Kitchen,424.68,7,91.67798282620228
1208.0,2024-04-28,180,Sports,244.35,3,12.526699503205885
1209.0,2023-09-03,93,Beauty,384.5,4,34.68267394250706
1210.0,2024-11-16,200,Electronics,182.22,4,34.10856777459483
1211.0,2024-01-04,35,Electronics,271.02,9,60.430359119668424
1212.0,2024-11-25,62,,20.14,4,4.289624941595593
1213.0,2023-04-28,68,Home & Kitchen,248.81,10,26.39061172172047
1214.0,2024-03-09,56,Home & Kitchen,44.61,4,10.173078766078394
1215.0,2023-07-25,113,Fashion,173.1,2,18.921954261424023
1216.0,2023-12-23,61,Sports,392.27,3,51.52463489923398
1217.0,2024-01-18,191,,427.7,8,101.20359349224474
1218.0,2024-01-04,192,Beauty,445.66,2,94.66184944734542
1219.0,2023-08-14,158,Fashion,447.79,3,117.45793774629699
1220.0,2023-05-18,34,Fashion,122.71,5,26.309419503543783
1221.0,2023-09-16,5,,250.52,2,48.119167826900586
1222.0,2024-02-26,29,Electronics,67.09,10,4.9256600433966815
1223.0,2023-12-17,185,Electronics,108.83,9,15.446127711739539
1224.0,2023-12-24,189,Beauty,158.43,5,18.42550277795394
1225.0,2024-05-31,170,Home & Kitchen,197.86,6,21.961947709746372
1226.0,2023-08-15,179,Sports,134.6,2,39.471805167419795
1227.0,2024-11-21,79,Sports,382.66,7,56.73869383024564
1228.0,2024-10-30,5,Sports,266.78,3,72.83404499753756
1229.0,2023-04-04,28,Home & Kitchen,144.21,3,29.96462531376632
1230.0,2023-06-10,131,Beauty,342.43,4,85.16330866794166
1231.0,2024-07-04,35,,313.05,7,54.990135499145104
1232.0,2024-07-27,159,Fashion,466.8,5,90.66468333589611
1233.0,2023-08-12,9,,206.06,2,35.675048997078775
1234.0,2024-01-13,77,Fashion,219.75,5,21.71366164215507
1235.0,2024-06-17,73,Fashion,254.93,8,58.79017943590389
1236.0,2024-08-12,11,Beauty,392.44,7,47.168576479072364
1237.0,2023-11-25,27,,423.06,2,23.724778189622718
1238.0,2024-01-31,115,,324.65,3,68.6206452165655
1239.0,2023-02-19,94,Electronics,213.82,9,20.1584513677038
1240.0,2024-04-15,150,Beauty,112.29,9,32.01552360924719
1241.0,2024-04-26,45,Beauty,254.22,3,73.33793071139944
1242.0,2024-07-25,160,,482.16,5,134.38575359717288
1243.0,2023-01-20,114,Sports,393.63,5,56.10789229538765
1244.0,2023-10-14,195,Beauty,433.57,6,23.353881307105265
1245.0,2023-10-27,21,Sports,318.46,5,89.83108236042176
1246.0,2023-09-27,194,Home & Kitchen,431.81,4,67.81404927122487
1247.0,2024-05-11,124,,278.12,10,81.11750956810636
1248.0,2023-01-20,49,,248.9,1,72.40625307437875
1249.0,2024-08-08,31,Beauty,107.37,5,28.265406308382616
1250.0,2023-05-01,142,Sports,381.77,3,47.19143838135143
1251.0,2024-10-26,157,Beauty,280.41,7,41.016813519316464
1252.0,2024-05-08,171,Beauty,243.9,4,64.09305854574035
1253.0,2024-09-18,184,Fashion,428.14,7,55.328746821902186
1254.0,2024-11-09,172,Sports,193.04,2,17.831719955070824
1255.0,2023-11-15,196,Sports,184.59,10,34.92448625929672
1256.0,2024-11-17,29,,262.35,4,74.51755125027023
1257.0,2024-10-07,119,,373.15,2,83.58837965731655
1258.0,2024-05-23,53,Electronics,137.48,2,26.46700241597147
1259.0,2023-12-30,23,Beauty,269.42,8,20.016322737930118
1260.0,2024-01-06,82,Home & Kitchen,296.34,1,60.37981039000798
1261.0,2024-12-28,191,Beauty,130.88,6,38.93856197541149
1262.0,2023-08-27,42,Electronics,289.02,3,24.572770520915043
1263.0,2023-04-05,2,Beauty,267.68,7,48.07062033618127
1264.0,2023-01-29,118,Sports,424.53,1,114.34429755639373
1265.0,2024-08-07,170,Beauty,486.81,5,114.49389270223108
1266.0,2023-05-23,45,Fashion,396.55,9,88.92789802291837
1267.0,2023-09-10,164,Electronics,443.1,7,99.97267440367204
1268.0,2023-07-21,72,Beauty,20.85,3,2.916347625732974
1269.0,2023-11-22,176,Fashion,351.59,6,43.3854891312383
1270.0,2023-03-28,51,Beauty,277.61,8,70.05218759309754
1271.0,2024-06-27,164,,229.49,6,57.952730736231295
1272.0,2024-05-30,43,Fashion,40.48,3,10.798771864030648
1273.0,2023-01-11,97,Sports,171.38,6,47.69679147428201
1274.0,2023-09-24,158,Beauty,336.73,2,59.882581492110894
1275.0,2023-08-16,18,Fashion,58.75,1,10.303520578218244
1276.0,2024-05-25,46,Sports,380.37,2,94.93038430589806
1277.0,2023-01-15,146,Electronics,383.13,6,81.41167019972129
1278.0,2023-04-09,1,,376.89,2,84.98557409241396
1279.0,2023-05-18,158,Sports,426.25,2,106.11415633678452
1280.0,2023-02-25,39,,70.94,1,19.33124473713454
1281.0,2024-05-05,179,Home & Kitchen,390.64,2,52.54060701812098
1282.0,2023-06-24,43,Home & Kitchen,481.74,7,69.32033290119166
1283.0,2024-03-05,22,Sports,50.92,3,3.7423900941742625
1284.0,2023-10-18,177,Fashion,133.6,2,25.994556709272207
1285.0,2023-01-06,41,Beauty,21.44,1,1.2646505875505376
1286.0,2023-01-21,198,Home & Kitchen,113.13,3,18.824775947831302
1287.0,2023-06-24,19,Home & Kitchen,279.13,2,51.82359922148146
1288.0,2024-08-04,149,Sports,110.17,6,13.400562436743273
1289.0,2023-01-18,125,Electronics,105.0,6,20.75937308993653
1290.0,2024-10-24,99,Electronics,432.76,7,24.937822040905758
1291.0,2023-10-24,67,Electronics,404.33,9,23.991748289242466
1292.0,2024-10-21,167,Beauty,489.19,6,125.06149206727454
1293.0,2023-10-31,174,Home & Kitchen,387.0,10,54.19844455653969
1294.0,2024-10-04,57,Sports,483.88,6,39.5645102154985
1295.0,2023-12-18,160,,59.42,8,10.728923628114119
1296.0,2024-06-07,194,Fashion,229.44,4,55.63883020573631
1297.0,2023-06-17,166,,212.38,7,22.078017454944888
1298.0,2024-07-20,153,,364.96,1,75.08052701372559
1299.0,2023-06-27,15,Fashion,53.73,6,3.8329298235287887
1300.0,2023-06-30,51,Fashion,116.25,5,7.314500021462662
1301.0,2024-10-11,30,Electronics,437.31,2,79.9571734827667
1302.0,2024-05-29,141,,446.48,2,82.6696922741201
1303.0,2024-09-06,15,Electronics,326.19,6,68.29031489242499
1304.0,2023-04-13,27,Electronics,328.51,6,76.05756601030788
1305.0,2023-05-12,163,Sports,251.16,5,73.83175206945255
1306.0,2023-07-20,147,Home & Kitchen,335.52,1,60.08327321550426
1307.0,2023-05-11,196,Sports,137.02,5,17.91387398060238
1308.0,2023-01-16,128,Sports,106.24,1,26.43214533305677
1309.0,2024-04-10,149,Fashion,29.51,2,3.4735649336859526
1310.0,2023-12-14,44,,283.15,5,45.23118944320021
1311.0,2024-02-23,173,,99.71,2,6.941221445909335
1312.0,2024-09-12,159,,485.73,7,27.364904149797546
1313.0,2024-02-25,110,Home & Kitchen,205.77,7,59.80954107206916
1314.0,2024-02-09,57,Home & Kitchen,281.85,4,72.99774924159131
1315.0,2023-04-20,29,Beauty,378.74,8,84.83531770398179
1316.0,2023-08-05,117,Electronics,484.58,2,73.77160445106672
1317.0,2023-09-03,91,,372.68,7,34.779831801000704
1318.0,2024-10-19,74,Fashion,393.04,6,35.023503812860916
1319.0,2023-03-25,54,,168.46,5,18.961979656201933
1320.0,2024-10-26,53,,325.87,2,61.037623306945875
1321.0,2024-07-30,17,Home & Kitchen,82.25,10,18.806378660520032
1322.0,2024-03-29,74,,469.76,1,101.02157992173036
1323.0,2024-06-07,110,Beauty,326.52,4,39.17700400769731
1324.0,2023-05-05,190,Home & Kitchen,407.7,3,117.70964373159605
1325.0,2023-05-07,68,Sports,160.81,5,37.705800793461634
1326.0,2023-08-16,157,Fashion,376.8,8,71.06015174657395
1327.0,2024-08-02,34,,157.98,8,32.05891087252574
1328.0,2024-08-05,144,Fashion,467.9,10,72.47771730249073
1329.0,2023-10-28,39,Beauty,191.01,5,21.38027407615402
1330.0,2024-08-05,179,Fashion,92.24,7,12.82072996969809
1331.0,2023-03-08,167,Sports,386.49,7,92.54948580834352
1332.0,2024-09-08,142,Fashion,285.52,3,15.303407218391973
1333.0,2024-12-24,78,Electronics,215.05,6,16.992855335253086
1334.0,2024-05-07,35,Home & Kitchen,122.77,7,7.550436090252647
1335.0,2023-12-26,5,Fashion,67.37,2,4.054474853057255
1336.0,2024-04-22,59,,260.46,5,68.72631592787673
1337.0,2023-01-23,59,Home & Kitchen,397.91,6,89.89362470647632
1338.0,2023-03-13,29,Sports,381.04,5,64.2217989588586
1339.0,2024-12-10,139,Electronics,165.3,9,12.307996688902637
1340.0,2024-07-19,194,Fashion,333.42,9,57.64964127036357
1341.0,2024-11-17,113,Beauty,320.28,4,53.92488468639989
1342.0,2024-04-25,12,Electronics,110.08,3,10.270515459923619
1343.0,2024-05-21,63,Beauty,210.64,4,33.37862784887166
1344.0,2024-11-13,14,Electronics,299.17,1,44.76366534741556
1345.0,2024-04-18,36,Sports,462.51,10,94.33470721253266
1346.0,2023-06-02,86,Fashion,355.49,7,74.21686048673467
1347.0,2023-12-21,147,Fashion,405.77,1,24.884252011300624
1348.0,2023-08-04,104,,302.08,7,43.3947446565911
1349.0,2024-05-13,34,Sports,442.32,3,91.32358947968025
1350.0,2024-11-13,160,Beauty,59.63,3,10.482003774782658
1351.0,2023-12-14,47,Sports,147.95,5,39.07691800095307
1352.0,2023-04-08,173,Fashion,71.82,2,15.417844155718157
1353.0,2023-10-31,50,Electronics,371.52,3,33.70934958732319
1354.0,2024-06-23,147,Home & Kitchen,26.97,7,1.8243097793473981
1355.0,2024-12-14,194,Beauty,201.19,4,42.371583645582156
1356.0,2023-09-20,22,Beauty,231.31,8,13.098582810345636
1357.0,2023-09-21,152,,166.42,10,32.69219305888244
1358.0,2023-10-13,48,,243.86,6,69.51413666847255
1359.0,2023-08-25,113,Sports,419.48,1,81.32397703384342
1360.0,2024-10-05,135,,254.81,2,37.46789472417096
1361.0,2023-05-12,139,Electronics,345.69,9,72.87907605833426
1362.0,2024-02-19,134,Fashion,426.14,1,70.12697168851372
1363.0,2023-05-31,170,Fashion,404.12,1,75.3296642245889
1364.0,2024-06-24,143,Fashion,480.67,1,137.1669724086531
1365.0,2024-01-26,114,Home & Kitchen,433.47,5,63.51447760187541
1366.0,2023-05-23,131,Electronics,66.57,5,19.32511395843949
1367.0,2023-02-10,93,Home & Kitchen,212.28,6,58.6609585686083
1368.0,2024-05-16,31,Home & Kitchen,46.52,6,4.603050897599518
1369.0,2023-09-13,160,Beauty,174.2,4,11.730684653113455
1370.0,2023-03-20,78,Home & Kitchen,251.81,4,18.934727131712453
1371.0,2023-01-25,21,,477.77,2,26.06496041038523
1372.0,2023-03-02,160,Home & Kitchen,192.82,8,14.193622923239529
1373.0,2023-11-18,26,Fashion,65.06,9,14.362105169617045
1374.0,2024-09-14,41,Sports,344.24,1,23.33849508648731
1375.0,2024-12-13,67,Fashion,255.5,3,33.14956838501401
1376.0,2024-06-21,151,Fashion,407.86,10,106.54071108300045
1377.0,2023-10-16,130,Fashion,403.23,3,22.50748566168927
1378.0,2023-07-29,89,,246.66,1,62.55719897884673
1379.0,2024-01-08,44,Home & Kitchen,450.27,9,54.241187359304696
1380.0,2024-08-23,103,Fashion,145.26,5,11.554155715080446
1381.0,2024-07-18,77,Electronics,31.57,8,7.07749807763656
1382.0,2023-02-19,60,Home & Kitchen,331.98,7,68.79811156849648
1383.0,2024-04-09,165,,423.26,10,114.01270111136512
1384.0,2023-03-27,190,Fashion,88.39,6,20.662732390456366
1385.0,2023-11-01,157,Home & Kitchen,85.49,9,21.446896184650175
1386.0,2023-08-17,181,Home & Kitchen,410.81,3,49.5061556895046
1387.0,2023-04-30,111,Sports,81.8,10,7.718638670295332
1388.0,2023-10-14,184,Sports,238.15,10,56.5972257758176
1389.0,2023-09-01,132,Sports,259.83,7,65.4014675759533
1390.0,2024-02-06,174,Beauty,218.45,1,65.01646206751177
1391.0,2023-04-08,162,Sports,478.28,1,73.25069562829925
1392.0,2023-01-28,74,Sports,221.07,7,31.614009556552645
1393.0,2023-11-11,95,,183.4,1,44.76853425002056
1394.0,2024-09-20,19,Sports,450.63,9,60.92557483605435
1395.0,2024-02-18,8,,469.75,8,132.79331342556864
1396.0,2023-03-31,21,Home & Kitchen,181.78,5,48.09956750750567
1397.0,2023-09-16,154,Beauty,10.48,9,1.647964351722548
1398.0,2024-10-16,68,Sports,274.42,5,65.23450960583568
1399.0,2023-05-11,130,Fashion,420.64,1,100.3797286387452
1400.0,2024-04-17,164,Home & Kitchen,385.45,2,29.209773810702558
1401.0,2024-03-27,84,,397.9,3,109.6764503919499
1402.0,2024-06-06,190,Beauty,176.72,4,31.15804981474633
1403.0,2024-05-14,194,Home & Kitchen,70.8,5,18.168297150107026
1404.0,2023-12-07,81,,400.43,9,52.06086543517196
1405.0,2023-12-20,167,,188.28,5,51.56627836531615
1406.0,2023-03-02,51,Beauty,233.93,3,34.4579871765707
1407.0,2024-11-26,10,Beauty,378.95,9,19.974232007114768
1408.0,2023-08-28,105,Electronics,355.68,3,98.29056534320092
1409.0,2024-05-07,88,,175.33,4,12.7678232602282
1410.0,2024-12-02,16,Beauty,438.64,3,56.947933498164886
1411.0,2024-05-13,38,Sports,126.35,10,36.3275823842173
1412.0,2024-10-08,83,,176.53,6,50.77916991222169
1413.0,2023-09-25,164,Electronics,312.75,6,60.47317487763944
1414.0,2023-12-10,31,Fashion,26.05,8,5.417339844255817
1415.0,2024-01-27,10,Electronics,142.29,5,23.06682833057378
1416.0,2024-08-11,118,Home & Kitchen,178.25,7,21.978705013795
1417.0,2024-06-26,80,Home & Kitchen,126.94,6,16.77716934731428
1418.0,2024-03-22,49,Sports,391.65,8,85.43046333064302
1419.0,2023-09-25,101,Sports,419.71,8,99.93027843757216
1420.0,2023-01-02,182,Beauty,482.97,1,119.72573268706827
1421.0,2023-10-31,162,Sports,159.41,2,39.43875703571996
1422.0,2024-03-11,68,Sports,480.63,2,34.99059732707301
1423.0,2024-03-25,24,Fashion,-50.0,3,19.391687008819588
1424.0,2024-02-29,85,Electronics,127.45,2,8.20646599103033
